Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZZ9,Total industry,Methane,2012.06,8526,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.09,8536,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.12,8525,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.03,8521,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.06,8519,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.09,8524,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.12,8543,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.03,8595,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.06,8570,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.09,8591,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.12,8599,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.03,8482,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.06,8463,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.09,8467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.12,8467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.03,8356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.06,8341,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.09,8360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.12,8360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.03,8310,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.06,8312,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.09,8370,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.12,8399,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.03,8290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.06,8303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.09,8428,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.12,8449,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.03,8557,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.06,8474,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.09,8081,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.12,8264,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.03,8455,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.06,8381,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.09,8083,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.12,8273,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.03,8208,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.06,8214,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.09,8232,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.12,8188,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.03,8124,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.06,8113,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.09,8110,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.12,8070,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.03,8019,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.06,8007,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.09,7984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.12,7950,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.03,7412,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.06,7299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.09,7260,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.12,7477,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.03,7266,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.06,6773,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.09,7432,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.12,7368,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.03,7513,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.06,8037,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.09,7602,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.12,7470,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.03,7397,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.06,7918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.09,7424,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.12,7183,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.03,7351,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.06,7249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.09,7505,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.12,7837,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.03,7771,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.06,7276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.09,7440,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.12,7573,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.03,7330,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.06,7163,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.09,7169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.12,6758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.03,7003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.06,7467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.09,7518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.12,7676,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.03,7406,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.06,7257,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.09,7467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.12,7841,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.03,7950,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.06,7536,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.09,7862,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.12,7839,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.03,7328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.06,6029,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.09,7178,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.12,6991,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.03,7001,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.06,7390,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.09,6216,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.12,6298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.03,6576,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.06,6497,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.09,6038,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.12,5964,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.03,6128,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.06,6121,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.09,6790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.12,6697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.03,17854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.06,17849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.09,17878,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.12,17975,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.03,17826,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.06,17320,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.09,18109,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.12,17973,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.03,18192,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.06,18737,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.09,18328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.12,18138,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.03,18082,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.06,18598,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.09,18127,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.12,17929,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.03,18189,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.06,18015,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.09,18367,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.12,18698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.03,18451,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.06,17943,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.09,18148,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.12,18289,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.03,17898,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.06,17726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.09,17786,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.12,17396,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.03,17565,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.06,18063,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.09,18198,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.12,18329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.03,17978,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.06,17899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.09,18245,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.12,18552,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.03,18803,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.06,18392,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.09,18343,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.12,18366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.03,18165,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.06,16724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.09,17659,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.12,17599,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.03,17516,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.06,17993,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.09,16757,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.12,16804,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.03,16968,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.06,16901,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.09,16438,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
